1.327372+0.411601j, 0.980009+1.036178j, 0.523762+1.370092j, -0.153165+1.370376j, -0.799097+1.229995j, -1.163694+0.786145j, -1.392555+0.099574j, -1.369370-0.472570j, 0.891154+1.052054j, 0.336992+1.426395j, -0.225635+1.400952j, -0.873605+1.089381j, -1.290430+0.685260j, -1.370568+0.040425j, -1.278551-0.643200j, -0.924895-1.066516j, 0.198892+1.382290j, -0.401285+1.418958j, -0.906075+1.038301j, -1.346098+0.501367j, -1.430680-0.047009j, -1.178817-0.696943j, -0.797974-1.208405j, -0.215422-1.352163j, -0.566283+1.319868j, -1.024852+1.009458j, -1.319140+0.390029j, -1.437747-0.240723j, -1.150883-0.752154j, -0.626924-1.248266j, -0.091545-1.429926j, 0.543001-1.233562j, -1.163272+0.885280j, -1.360690+0.336333j, -1.347811-0.384749j, -1.123238-0.910625j, -0.549990-1.236120j, 0.097771-1.430413j, 0.630208-1.249525j, 1.151548-0.753088j, -1.442785+0.205841j, -1.295412-0.427861j, -0.984388-1.043485j, -0.496896-1.314385j, 0.216165-1.353023j, 0.801221-1.207946j, 1.171096-0.709813j, 1.425273-0.048421j, -1.320322-0.531244j, -0.861435-1.067263j, -0.338577-1.406142j, 0.264348-1.338635j, 0.923773-1.074295j, 1.282580-0.641146j, 1.366898+0.037849j, 1.293271+0.684986j, -0.819646-1.099515j, -0.159875-1.388406j, 0.398260-1.376860j, 0.942706-0.967421j, 1.371611-0.470369j, 1.393953+0.105995j, 1.171042+0.781229j, 0.798907+1.231160j, 
1.266316-0.353387j, 1.432266+0.310991j, 1.162256+0.759679j, 0.562505+1.254579j, 0.067019+1.489902j, -0.545032+1.221753j, -1.187902+0.882159j, -1.370813+0.417873j, 1.292760+0.425808j, 1.124473+0.964624j, 0.531037+1.218901j, -0.165568+1.449298j, -0.637788+1.290184j, -1.150173+0.724066j, -1.491086+0.222316j, -1.320345-0.355828j, 0.931519+1.091947j, 0.498535+1.342614j, -0.247676+1.324487j, -0.869786+1.227422j, -1.163330+0.733200j, -1.426083+0.010391j, -1.389507-0.502835j, -0.892019-1.006523j, 0.284936+1.456165j, -0.254942+1.353915j, -0.960091+1.031633j, -1.330479+0.667033j, -1.343908-0.033621j, -1.302427-0.718325j, -0.917805-1.080873j, -0.203540-1.365767j, -0.432027+1.427629j, -0.936097+0.964221j, -1.416599+0.436269j, -1.426107-0.072095j, -1.135868-0.787411j, -0.812263-1.267260j, -0.183573-1.331176j, 0.563641-1.323810j, -1.044435+0.992062j, -1.334717+0.291170j, -1.474934-0.290743j, -1.114099-0.781152j, -0.584207-1.313333j, -0.095237-1.456227j, 0.590891-1.194668j, 1.166944-0.910027j, -1.345285+0.286831j, -1.351235-0.474414j, -1.135902-0.940555j, -0.487637-1.249003j, 0.133686-1.476503j, 0.618143-1.231803j, 1.187753-0.700500j, 1.453143-0.236640j, -1.258668-0.491704j, -0.977025-1.118649j, -0.489613-1.312341j, 0.281958-1.350067j, 0.824118-1.234430j, 1.154711-0.660620j, 1.446169+0.002245j, 1.321768+0.493180j, 
-0.470937+1.287360j, -1.025415+1.012410j, -1.306605+0.462874j, -1.401610-0.225357j, -1.218513-0.762758j, -0.699365-1.205528j, -0.109878-1.458297j, 0.477740-1.329949j, -1.107584+0.871450j, -1.386588+0.361602j, -1.355709-0.312319j, -1.131952-0.922634j, -0.641349-1.254652j, 0.038445-1.412560j, 0.620426-1.320317j, 1.085980-0.856191j, -1.427148+0.190185j, -1.355992-0.394779j, -1.000818-0.996224j, -0.528817-1.360319j, 0.108857-1.390511j, 0.770739-1.226976j, 1.164702-0.812013j, 1.383503-0.148998j, -1.349267-0.555381j, -0.936578-1.032076j, -0.361185-1.392005j, 0.211503-1.424717j, 0.830131-1.126166j, 1.286877-0.696847j, 1.383647-0.083604j, 1.276232+0.600705j, -0.889988-1.139830j, -0.249793-1.380738j, 0.379485-1.411022j, 0.892630-1.084945j, 1.307354-0.529579j, 1.439676+0.039202j, 1.203786+0.658598j, 0.808881+1.182538j, -0.177616-1.406045j, 0.516303-1.323831j, 1.026003-1.033496j, 1.308339-0.433831j, 1.422100+0.213914j, 1.187908+0.743335j, 0.659851+1.214717j, 0.105816+1.429565j, 0.578988-1.266748j, 1.134565-0.889382j, 1.373622-0.361599j, 1.347175+0.325537j, 1.127958+0.900245j, 0.597318+1.233965j, -0.066524+1.412929j, -0.621204+1.266889j, 1.167449-0.769768j, 1.445473-0.208462j, 1.320456+0.396802j, 0.994674+1.001004j, 0.517699+1.322142j, -0.159558+1.355103j, -0.781009+1.207499j, -1.172449+0.744818j, 
-0.776256-1.164964j, -0.249905-1.424012j, 0.397772-1.325085j, 1.003807-1.052519j, 1.312856-0.552499j, 1.395417+0.131716j, 1.272342+0.724964j, 0.786830+1.137505j, -0.071972-1.434388j, 0.482792-1.335068j, 1.054715-0.917074j, 1.410464-0.422675j, 1.380475+0.205931j, 1.156545+0.856343j, 0.728087+1.232673j, 0.060452+1.379951j, 0.657248-1.307254j, 1.091417-0.870856j, 1.412416-0.249084j, 1.407025+0.319525j, 1.057467+0.907761j, 0.580593+1.335006j, -0.009070+1.394215j, -0.688737+1.215913j, 1.210885-0.805292j, 1.383024-0.150362j, 1.377495+0.498386j, 1.024865+0.970484j, 0.424215+1.341058j, -0.155572+1.441990j, -0.738655+1.153427j, -1.246712+0.701922j, 1.416608-0.081162j, 1.268799+0.603707j, 0.952798+1.104594j, 0.348462+1.334175j, -0.324748+1.394247j, -0.835915+1.134494j, -1.247561+0.570654j, -1.437364-0.012878j, 1.225751+0.656705j, 0.799890+1.199398j, 0.271050+1.403161j, -0.418148+1.306870j, -0.993469+1.054846j, -1.281023+0.511142j, -1.393805-0.173996j, -1.224549-0.723151j, 0.682599+1.200645j, 0.096592+1.448341j, -0.487541+1.299325j, -1.067491+0.904287j, -1.367943+0.415210j, -1.333588-0.253073j, -1.133346-0.881906j, -0.667051-1.230032j, -0.049986+1.401007j, -0.634084+1.297562j, -1.089777+0.822374j, -1.410705+0.240961j, -1.357414-0.336865j, -1.004179-0.946017j, -0.545891-1.341207j, 0.083090-1.378176j, 
1.445719+0.093281j, 1.325587+0.577941j, 0.789202+1.099968j, 0.299010+1.473832j, -0.267756+1.345822j, -0.974722+1.045714j, -1.312594+0.660731j, -1.329756-0.052737j, 1.265178+0.802847j, 0.802364+1.131581j, 0.083063+1.413704j, -0.427296+1.423322j, -0.947896+0.955373j, -1.415564+0.444693j, -1.394801-0.078793j, -1.111839-0.803787j, 0.729583+1.304668j, 0.051165+1.345571j, -0.658783+1.334986j, -1.028264+0.976296j, -1.338643+0.273874j, -1.461976-0.287577j, -1.072615-0.788607j, -0.563913-1.325343j, 0.005146+1.440993j, -0.707828+1.167641j, -1.222405+0.874583j, -1.324896+0.267071j, -1.348987-0.483358j, -1.112828-0.923582j, -0.438402-1.252156j, 0.155852-1.466266j, -0.711694+1.166548j, -1.276274+0.655176j, -1.450961+0.177847j, -1.227566-0.503516j, -0.973047-1.118550j, -0.445973-1.288406j, 0.328374-1.345025j, 0.841670-1.205903j, -1.213456+0.566534j, -1.482486-0.054279j, -1.270504-0.549866j, -0.769482-1.133322j, -0.307614-1.436825j, 0.331910-1.275915j, 1.013756-1.043458j, 1.277913-0.607346j, -1.356135-0.198098j, -1.277542-0.755006j, -0.729559-1.113669j, -0.076327-1.437832j, 0.415071-1.355729j, 1.013752-0.881850j, 1.425120-0.436280j, 1.343943+0.153273j, -1.104799-0.915985j, -0.725271-1.244256j, 0.017848-1.325389j, 0.650223-1.333954j, 1.021246-0.885109j, 1.400968-0.218889j, 1.441446+0.291035j, 1.025459+0.866294j, 
-0.945783+1.180714j, -1.188312+0.731476j, -1.395763-0.051819j, -1.406942-0.574867j, -0.867837-0.995889j, -0.288798-1.456551j, 0.190574-1.406069j, 0.884559-1.008381j, -1.393023+0.614206j, -1.328691-0.038160j, -1.251223-0.793112j, -0.909684-1.116215j, -0.153578-1.330927j, 0.439963-1.444444j, 0.858352-1.021452j, 1.360928-0.407807j, -1.464768-0.110442j, -1.080197-0.795172j, -0.753909-1.327768j, -0.181442-1.334886j, 0.620296-1.267280j, 1.037292-1.046623j, 1.253845-0.333160j, 1.454052+0.320266j, -1.121865-0.789383j, -0.500993-1.311236j, -0.044026-1.492200j, 0.594513-1.158110j, 1.222678-0.839204j, 1.339817-0.354872j, 1.274895+0.445627j, 1.140778+0.968996j, -0.469397-1.227814j, 0.227642-1.472999j, 0.653042-1.248883j, 1.181956-0.640891j, 1.493628-0.173611j, 1.244102+0.418822j, 0.917931+1.121106j, 0.515187+1.342865j, 0.319423-1.299835j, 0.903790-1.215172j, 1.146076-0.654791j, 1.426134+0.083433j, 1.341018+0.547377j, 0.770026+1.060722j, 0.287771+1.484171j, -0.246683+1.336860j, 1.018745-0.982739j, 1.323131-0.622722j, 1.296165+0.134830j, 1.263716+0.798435j, 0.824808+1.092949j, 0.070256+1.384084j, -0.435497+1.441469j, -0.928374+0.947061j, 1.436942-0.373963j, 1.363069+0.130516j, 1.048013+0.876152j, 0.750446+1.299801j, 0.073213+1.312523j, -0.680743+1.318114j, -1.023798+1.004323j, -1.331342+0.265375j, 
-0.429765-1.416923j, 0.185686-1.378557j, 0.854790-1.155349j, 1.233140-0.749439j, 1.364189-0.062508j, 1.334207+0.569713j, 0.942238+1.006500j, 0.307579+1.364088j, 0.305715-1.420261j, 0.890735-1.049919j, 1.342629-0.586956j, 1.390353-0.005666j, 1.214498+0.681223j, 0.876597+1.144770j, 0.241742+1.327061j, -0.436920+1.369576j, 0.954496-1.036022j, 1.332667-0.423182j, 1.455135+0.143418j, 1.151057+0.717089j, 0.706994+1.253591j, 0.167907+1.392625j, -0.533048+1.254589j, -1.069993+0.990315j, 1.320902-0.363671j, 1.393557+0.329390j, 1.149253+0.827843j, 0.574540+1.238557j, 0.001417+1.448916j, -0.577975+1.234190j, -1.160538+0.816782j, -1.402166+0.323487j, 1.305598+0.408048j, 1.063321+0.991855j, 0.529535+1.258258j, -0.175348+1.391611j, -0.707128+1.248482j, -1.148852+0.719126j, -1.449418+0.135272j, -1.332312-0.429466j, 0.902232+1.065819j, 0.436468+1.367677j, -0.243046+1.330151j, -0.883607+1.141979j, -1.219386+0.686670j, -1.386373-0.005653j, -1.336966-0.601864j, -0.886561-1.052953j, 0.238076+1.421273j, -0.320529+1.365005j, -0.944303+0.999031j, -1.345696+0.564986j, -1.367324-0.064589j, -1.227033-0.756293j, -0.857087-1.160106j, -0.184883-1.369188j, -0.500385+1.363112j, -0.968468+0.963067j, -1.375292+0.378675j, -1.431339-0.171843j, -1.113899-0.800212j, -0.711589-1.288630j, -0.136204-1.395692j, 0.576101-1.299247j, 
1.293671+0.506774j, 1.024276+1.049524j, 0.464223+1.307745j, -0.235274+1.398412j, -0.758185+1.208746j, -1.187869+0.668483j, -1.447906+0.079299j, -1.286837-0.491109j, 0.864615+1.127056j, 0.363339+1.396637j, -0.313576+1.328911j, -0.917615+1.112696j, -1.239625+0.619616j, -1.386130-0.073252j, -1.289791-0.649890j, -0.809483-1.094080j, 0.183615+1.440533j, -0.384132+1.344293j, -0.982218+0.969721j, -1.349069+0.505116j, -1.350406-0.136684j, -1.186510-0.794850j, -0.768586-1.178795j, -0.090875-1.379928j, -0.548010+1.346070j, -1.011597+0.909275j, -1.378205+0.321796j, -1.388212-0.235417j, -1.066061-0.854370j, -0.641588-1.303350j, -0.031594-1.380125j, 0.662618-1.266352j, -1.122317+0.871354j, -1.343972+0.208485j, -1.378504-0.421283j, -1.035908-0.905424j, -0.461514-1.326593j, 0.097892-1.442637j, 0.713337-1.177027j, 1.235306-0.781837j, -1.370836+0.154831j, -1.276235-0.549625j, -0.991694-1.051974j, -0.386750-1.312491j, 0.276322-1.427629j, 0.796746-1.178445j, 1.250912-0.631983j, 1.470788-0.075824j, -1.222285-0.604709j, -0.842105-1.160971j, -0.316687-1.375861j, 0.391481-1.336885j, 0.954584-1.111367j, 1.267070-0.568739j, 1.438186+0.106236j, 1.287785+0.648546j, -0.706877-1.178980j, -0.156236-1.445309j, 0.443610-1.309575j, 1.059617-0.970411j, 1.359321-0.493978j, 1.371968+0.191010j, 1.224476+0.817213j, 0.753588+1.178720j, 
-1.233434+0.679387j, -1.471290+0.233627j, -1.238452-0.432608j, -0.986014-1.101171j, -0.525032-1.281688j, 0.274504-1.331806j, 0.813586-1.252396j, 1.126497-0.676783j, -1.479942-0.033246j, -1.319989-0.494093j, -0.795688-1.085591j, -0.353539-1.448832j, 0.254223-1.288508j, 0.985541-1.060079j, 1.276614-0.683400j, 1.325903+0.087069j, -1.316689-0.736967j, -0.790242-1.062555j, -0.107359-1.422011j, 0.369635-1.403421j, 0.946059-0.913072j, 1.421671-0.472449j, 1.365876+0.076759j, 1.136039+0.842197j, -0.786274-1.233692j, -0.048711-1.307479j, 0.627773-1.348354j, 0.981330-0.956718j, 1.364761-0.251938j, 1.475944+0.252449j, 1.062467+0.802213j, 0.602979+1.368055j, -0.053468-1.381223j, 0.727804-1.158276j, 1.192221-0.904908j, 1.295654-0.242818j, 1.391219+0.502475j, 1.122181+0.895412j, 0.434057+1.290251j, -0.100255+1.523655j, 0.692388-1.123324j, 1.292355-0.666888j, 1.428880-0.211173j, 1.222283+0.546660j, 1.029211+1.125235j, 0.457665+1.280904j, -0.323086+1.404970j, -0.778236+1.258986j, 1.215545-0.534496j, 1.509679+0.035886j, 1.256165+0.542031j, 0.791166+1.189018j, 0.372589+1.446539j, -0.332949+1.292802j, -1.000463+1.127334j, -1.233194+0.659856j, 1.386304+0.230198j, 1.306671+0.731370j, 0.716321+1.122962j, 0.114707+1.502412j, -0.369115+1.371945j, -1.021502+0.915072j, -1.410113+0.529222j, -1.316267-0.112531j, 
0.190681-1.433030j, 0.690086-1.246428j, 1.165980-0.693010j, 1.451933-0.149059j, 1.284356+0.432560j, 0.935163+1.070230j, 0.476045+1.360624j, -0.221288+1.339527j, 0.883572-1.167081j, 1.193739-0.670004j, 1.397692+0.039183j, 1.324148+0.573184j, 0.828968+1.057272j, 0.281718+1.435505j, -0.271143+1.365785j, -0.937935+1.037838j, 1.325223-0.577425j, 1.334994+0.095387j, 1.230246+0.763416j, 0.816068+1.129681j, 0.131235+1.383537j, -0.447612+1.407677j, -0.948078+0.991243j, -1.389538+0.443527j, 1.389510+0.163361j, 1.085129+0.829505j, 0.705009+1.284077j, 0.080942+1.355541j, -0.632598+1.294090j, -1.062650+0.982861j, -1.342788+0.317389j, -1.457830-0.303392j, 1.052426+0.855032j, 0.505835+1.326425j, -0.015944+1.440462j, -0.675551+1.189278j, -1.212482+0.849033j, -1.371215+0.286111j, -1.345876-0.446646j, -1.119519-0.953118j, 0.411983+1.290876j, -0.221532+1.453528j, -0.728485+1.191375j, -1.245628+0.667260j, -1.471516+0.157023j, -1.279079-0.483415j, -0.968875-1.098846j, -0.480430-1.331933j, -0.362360+1.344109j, -0.901336+1.176742j, -1.228861+0.607963j, -1.460847-0.053157j, -1.315277-0.575007j, -0.821340-1.109597j, -0.318344-1.440589j, 0.293626-1.328780j, -1.042626+1.015209j, -1.329537+0.563244j, -1.373683-0.165232j, -1.271948-0.772428j, -0.792245-1.133888j, -0.117974-1.418378j, 0.414815-1.386158j, 0.966345-0.939798j, 
1.004071+0.967683j, 0.452376+1.329403j, -0.148767+1.394343j, -0.769013+1.155768j, -1.221715+0.733912j, -1.391865+0.123272j, -1.311666-0.530903j, -0.979763-1.043658j, 0.343317+1.342279j, -0.292213+1.390017j, -0.850212+1.105297j, -1.275256+0.595420j, -1.423858+0.006156j, -1.260271-0.627996j, -0.874798-1.137989j, -0.312976-1.388964j, -0.417139+1.337371j, -0.959482+1.038027j, -1.308116+0.493321j, -1.419531-0.141537j, -1.224232-0.722588j, -0.759754-1.194126j, -0.176127-1.433055j, 0.439651-1.336236j, -1.061897+0.930733j, -1.350934+0.397599j, -1.384001-0.264957j, -1.163875-0.848828j, -0.667249-1.248362j, -0.042019-1.433101j, 0.560865-1.320087j, 1.074669-0.910600j, -1.404601+0.270127j, -1.359273-0.367385j, -1.063427-0.951625j, -0.571898-1.318038j, 0.076633-1.412173j, 0.695281-1.258389j, 1.137379-0.833624j, 1.402134-0.220863j, -1.348848-0.489703j, -0.970225-1.022426j, -0.441697-1.373872j, 0.174502-1.409048j, 0.805828-1.175727j, 1.226035-0.742340j, 1.392050-0.116187j, 1.317218+0.530594j, -0.902693-1.089945j, -0.301281-1.385959j, 0.311467-1.411174j, 0.877843-1.102504j, 1.293621-0.607799j, 1.417389-0.010911j, 1.242675+0.629786j, 0.863476+1.125684j, -0.207000-1.396953j, 0.447371-1.362401j, 0.971073-1.049142j, 1.314168-0.487593j, 1.423241+0.137029j, 1.203308+0.717487j, 0.742056+1.195545j, 0.166940+1.395356j, 
-1.341071+0.137683j, -1.350072-0.516139j, -0.988755-0.962003j, -0.378247-1.341314j, 0.179737-1.454231j, 0.771497-1.138647j, 1.288890-0.696936j, 1.421783-0.145107j, -1.230236-0.633148j, -0.929173-1.117770j, -0.304897-1.323915j, 0.374292-1.403130j, 0.863900-1.139914j, 1.283632-0.552495j, 1.480461+0.014013j, 1.244718+0.596652j, -0.758560-1.214803j, -0.235828-1.404100j, 0.471912-1.297905j, 1.036721-1.057208j, 1.294481-0.509374j, 1.420869+0.197962j, 1.262971+0.724527j, 0.720606+1.169248j, -0.063280-1.462479j, 0.511967-1.288968j, 1.112513-0.890787j, 1.401168-0.416796j, 1.342328+0.262475j, 1.161655+0.896797j, 0.695433+1.224276j, -0.010760+1.393274j, 0.658559-1.302614j, 1.114220-0.801275j, 1.453144-0.222102j, 1.387017+0.333079j, 1.020341+0.960932j, 0.578458+1.351091j, -0.059391+1.365656j, -0.747243+1.229790j, 1.195975-0.775051j, 1.390622-0.083641j, 1.390131+0.513653j, 0.964938+0.986458j, 0.391290+1.382655j, -0.160592+1.420967j, -0.790379+1.106425j, -1.272848+0.705089j, 1.390453-0.037952j, 1.273072+0.663222j, 0.938019+1.099809j, 0.274712+1.336934j, -0.354039+1.422844j, -0.836467+1.087954j, -1.295520+0.523445j, -1.439737-0.013748j, 1.177653+0.712892j, 0.793372+1.243529j, 0.232368+1.375034j, -0.486560+1.311085j, -0.994967+1.051743j, -1.268235+0.450212j, -1.421197-0.215385j, -1.194906-0.724581j, 
0.791171-1.135361j, 1.244937-0.727060j, 1.371346-0.113447j, 1.310422+0.570196j, 0.990326+1.035495j, 0.373853+1.348251j, -0.240265+1.448330j, -0.785957+1.154107j, 1.306243-0.570586j, 1.424790-0.009428j, 1.231806+0.637702j, 0.873809+1.171422j, 0.308756+1.372782j, -0.386176+1.371539j, -0.918115+1.121396j, -1.268219+0.558610j, 1.438215+0.164759j, 1.209620+0.714616j, 0.727852+1.212513j, 0.186762+1.445034j, -0.462233+1.311058j, -1.044522+1.006498j, -1.322757+0.493441j, -1.377499-0.207812j, 1.170927+0.862337j, 0.644069+1.228540j, 0.009574+1.449064j, -0.556015+1.321171j, -1.084074+0.875739j, -1.408310+0.352607j, -1.349850-0.262860j, -1.095102-0.902127j, 0.581448+1.312794j, -0.104727+1.398921j, -0.713330+1.277622j, -1.133609+0.816749j, -1.408693+0.189944j, -1.378529-0.384433j, -0.989027-0.944096j, -0.496196-1.348954j, -0.176798+1.394082j, -0.834503+1.159661j, -1.230872+0.747865j, -1.372456+0.088853j, -1.330799-0.556224j, -0.953203-1.015304j, -0.340083-1.343064j, 0.242521-1.401851j, -0.875677+1.077559j, -1.317148+0.592095j, -1.405920+0.007605j, -1.220602-0.661414j, -0.873647-1.145257j, -0.254771-1.343965j, 0.414416-1.357199j, 0.918001-1.068348j, -1.326050+0.445442j, -1.443939-0.147245j, -1.175580-0.719423j, -0.718081-1.222700j, -0.162408-1.397145j, 0.512276-1.267992j, 1.055593-0.986282j, 1.322694-0.427757j, 
0.366206+1.364759j, -0.222891+1.411248j, -0.824360+1.126202j, -1.287970+0.675245j, -1.409553+0.090660j, -1.282264-0.589915j, -0.957871-1.085836j, -0.362402-1.342256j, -0.382952+1.387729j, -0.902948+1.087928j, -1.307441+0.534819j, -1.452230-0.054361j, -1.228163-0.652826j, -0.828510-1.183893j, -0.273584-1.390417j, 0.408776-1.333004j, -1.034479+1.014864j, -1.318126+0.448027j, -1.424818-0.214828j, -1.218310-0.761292j, -0.699844-1.210433j, -0.122328-1.438404j, 0.482780-1.298216j, 1.047197-0.932899j, -1.391529+0.364903j, -1.363361-0.318830j, -1.136400-0.900093j, -0.634238-1.252199j, 0.029839-1.410812j, 0.607618-1.294383j, 1.086965-0.836766j, 1.399988-0.265598j, -1.354978-0.393359j, -1.010698-0.995530j, -0.534033-1.341516j, 0.122252-1.378425j, 0.753608-1.215719j, 1.161047-0.777513j, 1.376433-0.127848j, 1.345638+0.481481j, -0.929842-1.029088j, -0.376968-1.386656j, 0.214048-1.395801j, 0.836892-1.100445j, 1.265316-0.672074j, 1.369130-0.043874j, 1.269209+0.619059j, 0.908488+1.082362j, -0.246412-1.374950j, 0.377447-1.385927j, 0.892097-1.054223j, 1.310187-0.513164j, 1.410314+0.059356j, 1.183469+0.696981j, 0.792032+1.200738j, 0.213673+1.383077j, 0.507766-1.311489j, 1.012398-0.998898j, 1.309098-0.409167j, 1.408606+0.228030j, 1.152686+0.778851j, 0.646887+1.231810j, 0.084617+1.431542j, -0.544306+1.279598j, 
-1.322988-0.667412j, -0.970824-1.038966j, -0.261144-1.358036j, 0.288711-1.476761j, 0.801921-1.083510j, 1.337395-0.579062j, 1.436276-0.096846j, 1.186873+0.622394j, -0.869445-1.233914j, -0.254628-1.331768j, 0.500468-1.368214j, 0.924587-1.124288j, 1.261212-0.457725j, 1.489938+0.139093j, 1.199773+0.632185j, 0.697622+1.216398j, -0.172956-1.462851j, 0.524087-1.238750j, 1.133145-0.991083j, 1.296399-0.463078j, 1.361590+0.311302j, 1.221931+0.823871j, 0.627668+1.163332j, -0.009098+1.457723j, 0.559667-1.287771j, 1.153957-0.781612j, 1.451644-0.336365j, 1.287523+0.317024j, 1.060297+1.009597j, 0.626376+1.250620j, -0.138339+1.338118j, -0.720654+1.303900j, 1.113075-0.745399j, 1.456591-0.091365j, 1.363640+0.401020j, 0.895458+0.997176j, 0.456023+1.411830j, -0.139562+1.327186j, -0.875426+1.118605j, -1.229222+0.771561j, 1.342076+0.008659j, 1.348259+0.632133j, 0.895904+1.002069j, 0.233019+1.382465j, -0.269932+1.432093j, -0.854101+1.007998j, -1.361507+0.579021j, -1.383081+0.027247j, 1.169137+0.758467j, 0.873138+1.174165j, 0.178794+1.301785j, -0.514009+1.378922j, -0.915860+1.040560j, -1.316937+0.380471j, -1.488649-0.143214j, -1.143873-0.705288j, 0.657171+1.302295j, 0.157172+1.388210j, -0.598126+1.210505j, -1.117527+0.982240j, -1.285570+0.354695j, -1.405393-0.369117j, -1.194442-0.821915j, -0.558838-1.238745j, 
1.434544-0.652692j, 1.312890-0.087849j, 1.219483+0.792988j, 1.014991+1.124528j, 0.204545+1.252371j, -0.451400+1.487405j, -0.773482+1.099663j, -1.316195+0.398530j, 1.533068+0.043346j, 1.070582+0.690122j, 0.764888+1.361194j, 0.299782+1.340822j, -0.586113+1.221174j, -1.057059+1.129053j, -1.182487+0.414781j, -1.462597-0.342235j, 1.213810+0.712643j, 0.499846+1.250019j, 0.093926+1.554823j, -0.475253+1.171866j, -1.231538+0.833782j, -1.362492+0.466591j, -1.224188-0.393667j, -1.204789-0.992136j, 0.561547+1.156480j, -0.230058+1.453291j, -0.598519+1.336377j, -1.093154+0.645720j, -1.541081+0.191485j, -1.269934-0.301777j, -0.889191-1.095686j, -0.610944-1.385920j, -0.245408+1.246561j, -0.922663+1.239310j, -1.092467+0.760957j, -1.383249-0.085257j, -1.434105-0.505443j, -0.800483-0.955630j, -0.285922-1.517481j, 0.134371-1.386918j, -0.980855+0.952504j, -1.366535+0.700700j, -1.246179-0.027931j, -1.270789-0.820398j, -0.938930-1.052019j, -0.084028-1.320795j, 0.418135-1.511289j, 0.818244-0.998140j, -1.445973+0.360044j, -1.424918-0.026624j, -1.011777-0.808421j, -0.793036-1.343056j, -0.186173-1.280234j, 0.681085-1.300225j, 1.008707-1.106741j, 1.250792-0.297286j, -1.514306-0.343752j, -1.077578-0.721269j, -0.469224-1.353555j, -0.108132-1.507949j, 0.612040-1.115559j, 1.285788-0.895918j, 1.312163-0.407856j, 1.311667+0.488776j, 
-0.343264+1.506313j, -0.858864+0.951469j, -1.452968+0.483605j, -1.402579+0.045831j, -1.089239-0.779314j, -0.892491-1.256516j, -0.217815-1.246198j, 0.598062-1.350809j, -0.944804+1.081479j, -1.299706+0.280041j, -1.541120-0.220731j, -1.090358-0.677513j, -0.572620-1.338302j, -0.195428-1.441171j, 0.584863-1.131921j, 1.209190-0.976884j, -1.249771+0.360595j, -1.359667-0.494799j, -1.209197-0.852574j, -0.453815-1.175442j, 0.124633-1.534035j, 0.531703-1.220039j, 1.218510-0.666958j, 1.495990-0.323048j, -1.188930-0.434979j, -1.027119-1.134435j, -0.557194-1.230181j, 0.327243-1.330291j, 0.787498-1.308054j, 1.084756-0.643568j, 1.517935+0.014619j, 1.362679+0.398955j, -0.752586-1.113305j, -0.415700-1.480287j, 0.237015-1.237156j, 1.030973-1.078202j, 1.229436-0.734592j, 1.300922+0.128459j, 1.399639+0.712607j, 0.851358+0.995746j, -0.078327-1.469967j, 0.303318-1.417678j, 0.950426-0.867704j, 1.464429-0.516469j, 1.317328+0.042642j, 1.134963+0.888007j, 0.902184+1.220361j, 0.097677+1.279799j, 0.635313-1.410472j, 0.924540-0.954079j, 1.389439-0.215195j, 1.511671+0.194353j, 1.008542+0.784302j, 0.627505+1.420846j, 0.177326+1.392654j, -0.692552+1.187318j, 1.180035-0.969444j, 1.238593-0.221682j, 1.440363+0.526630j, 1.136580+0.839240j, 0.387479+1.297606j, -0.062135+1.571033j, -0.586188+1.144852j, -1.299812+0.732219j, 
-0.778700-1.192768j, -0.128545-1.385319j, 0.491669-1.353278j, 0.989263-0.976464j, 1.350245-0.394231j, 1.400040+0.188293j, 1.121973+0.797312j, 0.682552+1.260247j, -0.048007-1.397214j, 0.621511-1.264249j, 1.090169-0.907067j, 1.338580-0.288655j, 1.378298+0.354046j, 1.083378+0.876550j, 0.537921+1.290347j, -0.048355+1.438891j, 0.694070-1.189573j, 1.192188-0.773649j, 1.372694-0.204748j, 1.306754+0.473015j, 1.015178+1.005683j, 0.454164+1.306178j, -0.205148+1.412523j, -0.750637+1.208254j, 1.227962-0.642357j, 1.424937-0.064009j, 1.261111+0.547987j, 0.885049+1.104759j, 0.364215+1.368919j, -0.314285+1.367743j, -0.904544+1.136759j, -1.251267+0.630589j, 1.407185+0.087248j, 1.248588+0.656911j, 0.778300+1.138311j, 0.215671+1.421994j, -0.392339+1.347701j, -0.994018+1.013174j, -1.349765+0.538429j, -1.390194-0.118801j, 1.177046+0.809871j, 0.718784+1.195865j, 0.061530+1.404581j, -0.530070+1.345894j, -1.039477+0.932798j, -1.397539+0.389668j, -1.408316-0.213191j, -1.137816-0.836988j, 0.616499+1.294858j, -0.026168+1.386895j, -0.685792+1.269250j, -1.122271+0.881933j, -1.385862+0.250761j, -1.407097-0.367022j, -1.076681-0.902670j, -0.554818-1.318233j, -0.126125+1.415324j, -0.762586+1.177020j, -1.234780+0.766697j, -1.399183+0.165454j, -1.342660-0.506150j, -1.023017-1.007574j, -0.432002-1.322266j, 0.193133-1.426465j, 
