1.327372+0.411601j, 0.980009+1.036178j, 0.523762+1.370092j, -0.153165+1.370376j, -0.799097+1.229995j, -1.163694+0.786145j, -1.392555+0.099574j, -1.369370-0.472570j, 0.891154+1.052054j, 0.336992+1.426395j, -0.225635+1.400952j, -0.873605+1.089381j, -1.290430+0.685260j, -1.370568+0.040425j, -1.278551-0.643200j, -0.924895-1.066516j, 0.198892+1.382290j, -0.401285+1.418958j, -0.906075+1.038301j, -1.346098+0.501367j, -1.430680-0.047009j, -1.178817-0.696943j, -0.797974-1.208405j, -0.215422-1.352163j, -0.566283+1.319868j, -1.024852+1.009458j, -1.319140+0.390029j, -1.437747-0.240723j, -1.150883-0.752154j, -0.626924-1.248266j, -0.091545-1.429926j, 0.543001-1.233562j, -1.163272+0.885280j, -1.360690+0.336333j, -1.347811-0.384749j, -1.123238-0.910625j, -0.549990-1.236120j, 0.097771-1.430413j, 0.630208-1.249525j, 1.151548-0.753088j, -1.442785+0.205841j, -1.295412-0.427861j, -0.984388-1.043485j, -0.496896-1.314385j, 0.216165-1.353023j, 0.801221-1.207946j, 1.171096-0.709813j, 1.425273-0.048421j, -1.320322-0.531244j, -0.861435-1.067263j, -0.338577-1.406142j, 0.264348-1.338635j, 0.923773-1.074295j, 1.282580-0.641146j, 1.366898+0.037849j, 1.293271+0.684986j, -0.819646-1.099515j, -0.159875-1.388406j, 0.398260-1.376860j, 0.942706-0.967421j, 1.371611-0.470369j, 1.393953+0.105995j, 1.171042+0.781229j, 0.798907+1.231160j, 
-0.125757+1.445059j, -0.710797+1.142589j, -1.254397+0.713957j, -1.399803+0.182973j, -1.274253-0.528183j, -1.023477-1.068550j, -0.443375-1.305951j, 0.258438-1.425839j, -0.812849+1.153621j, -1.238244+0.569750j, -1.469145+0.009165j, -1.261856-0.559556j, -0.850519-1.156993j, -0.369444-1.411756j, 0.331480-1.336178j, 0.943264-1.142373j, -1.259415+0.537527j, -1.405872-0.171332j, -1.274254-0.701388j, -0.749760-1.155621j, -0.166645-1.471173j, 0.384163-1.355215j, 1.012364-0.978171j, 1.364243-0.533051j, -1.336200-0.230335j, -1.177897-0.879869j, -0.724513-1.212332j, -0.019936-1.399171j, 0.555651-1.369623j, 1.014685-0.916854j, 1.407772-0.340276j, 1.408230+0.210507j, -1.025680-0.929733j, -0.605904-1.350238j, 0.031514-1.375235j, 0.721937-1.252034j, 1.130260-0.895922j, 1.351071-0.213022j, 1.406334+0.403623j, 1.041250+0.883275j, -0.402977-1.382815j, 0.126257-1.443214j, 0.764230-1.139288j, 1.274761-0.755944j, 1.372110-0.179127j, 1.292345+0.546635j, 1.015101+1.021946j, 0.379166+1.285028j, 0.326046-1.443612j, 0.816843-1.133550j, 1.286636-0.572312j, 1.469066-0.041051j, 1.218843+0.583040j, 0.862613+1.164218j, 0.343962+1.356094j, -0.386076+1.310335j, 0.984728-1.102109j, 1.266718-0.511114j, 1.436778+0.164396j, 1.240504+0.675838j, 0.704697+1.160507j, 0.179978+1.446477j, -0.420137+1.290703j, -1.050974+0.948958j, 
-1.301685-0.707301j, -0.623329-1.116848j, -0.074580-1.540727j, 0.377352-1.308002j, 1.108667-0.843189j, 1.453329-0.530129j, 1.273807+0.184371j, 1.200746+0.945970j, -0.712632-1.176046j, 0.136870-1.353826j, 0.633871-1.410898j, 0.997635-0.815850j, 1.497926-0.203815j, 1.439514+0.206081j, 0.954620+0.917992j, 0.668109+1.408045j, 0.065297-1.281210j, 0.876716-1.202426j, 1.151378-0.908471j, 1.314275-0.082696j, 1.484459+0.504308j, 1.012950+0.855073j, 0.356014+1.400223j, -0.052120+1.492774j, 0.819272-1.008414j, 1.393700-0.713550j, 1.331589-0.154670j, 1.250457+0.695178j, 1.070447+1.081043j, 0.309246+1.243709j, -0.374429+1.482474j, -0.720332+1.158921j, 1.350614-0.430291j, 1.541070-0.013562j, 1.131050+0.614515j, 0.812899+1.288638j, 0.371960+1.344916j, -0.488556+1.250063j, -1.000424+1.166245j, -1.171440+0.511142j, 1.493306+0.308677j, 1.265264+0.665584j, 0.586628+1.202449j, 0.147668+1.549525j, -0.400157+1.229193j, -1.157153+0.881846j, -1.354281+0.533125j, -1.251419-0.291666j, 1.227545+0.970017j, 0.647564+1.149130j, -0.145962+1.440863j, -0.544289+1.377368j, -1.046284+0.733286j, -1.512604+0.251548j, -1.321298-0.226343j, -0.950738-1.019908j, 0.633832+1.365441j, -0.144717+1.271015j, -0.851025+1.273190j, -1.071797+0.831429j, -1.366162+0.016810j, -1.444759-0.457529j, -0.885732-0.906384j, -0.354435-1.461364j, 
1.160612-0.841161j, 1.302961+0.026811j, 1.459217+0.592520j, 0.942852+0.906953j, 0.258991+1.446050j, -0.120602+1.500649j, -0.794851+1.008101j, -1.399938+0.707655j, 1.309806-0.076402j, 1.203773+0.785819j, 1.005956+1.138561j, 0.209278+1.254958j, -0.464448+1.497694j, -0.780464+1.129051j, -1.316750+0.421214j, -1.549689+0.019386j, 1.063908+0.686974j, 0.739082+1.367341j, 0.300546+1.367485j, -0.588209+1.238072j, -1.068532+1.138894j, -1.187277+0.444731j, -1.468139-0.322071j, -1.269620-0.659060j, 0.493119+1.257046j, 0.074543+1.577937j, -0.483137+1.203741j, -1.236671+0.838959j, -1.381644+0.490605j, -1.239907-0.359927j, -1.213666-0.979080j, -0.648424-1.118802j, -0.246031+1.456061j, -0.607988+1.367475j, -1.096766+0.673070j, -1.547098+0.195176j, -1.292193-0.275632j, -0.905779-1.071402j, -0.616636-1.379245j, 0.144557-1.230958j, -0.941517+1.254338j, -1.107335+0.785019j, -1.390408-0.059893j, -1.452346-0.500547j, -0.833951-0.924307j, -0.300431-1.491246j, 0.114731-1.378368j, 0.908171-0.964825j, -1.384980+0.714957j, -1.258687+0.001993j, -1.282888-0.803419j, -0.961222-1.041501j, -0.111971-1.293656j, 0.407767-1.496728j, 0.797367-0.993559j, 1.410789-0.401381j, -1.444342-0.007387j, -1.031269-0.774119j, -0.808082-1.329075j, -0.211309-1.267183j, 0.660283-1.283523j, 0.998907-1.097244j, 1.232119-0.306251j, 1.529688+0.317363j, 
0.133041+1.394491j, -0.587140+1.258600j, -1.084600+0.969585j, -1.299624+0.343581j, -1.395386-0.331516j, -1.144925-0.821175j, -0.565442-1.247235j, -0.006227-1.470069j, -0.617421+1.205304j, -1.190141+0.805143j, -1.379942+0.297118j, -1.292217-0.420817j, -1.067292-0.988537j, -0.514960-1.262673j, 0.185451-1.410895j, 0.706222-1.266346j, -1.179767+0.672313j, -1.447408+0.109213j, -1.289104-0.472570j, -0.901596-1.082796j, -0.436645-1.372919j, 0.250729-1.338091j, 0.888498-1.177758j, 1.220279-0.709756j, -1.393626-0.067023j, -1.307635-0.619781j, -0.815576-1.078738j, -0.241362-1.433223j, 0.312431-1.369884j, 0.956215-1.019151j, 1.350351-0.602302j, 1.372730+0.043544j, -1.208062-0.789966j, -0.791881-1.160726j, -0.102084-1.376900j, 0.492726-1.383501j, 0.969994-0.977876j, 1.383807-0.403920j, 1.435434+0.134766j, 1.131819+0.781684j, -0.673406-1.298531j, -0.053308-1.370025j, 0.652695-1.277939j, 1.094052-0.949161j, 1.343880-0.299051j, 1.445386+0.341998j, 1.120721+0.823891j, 0.568120+1.298442j, 0.054401-1.447196j, 0.696833-1.174015j, 1.235535-0.809985j, 1.380686-0.261295j, 1.330062+0.477123j, 1.091867+0.981351j, 0.492238+1.271323j, -0.169424+1.450969j, 0.756268-1.184049j, 1.253538-0.641928j, 1.473579-0.116990j, 1.276542+0.506820j, 0.935890+1.111734j, 0.440625+1.350262j, -0.283564+1.348441j, -0.865854+1.176327j, 
-1.309811-0.671498j, -0.939024-1.028042j, -0.221817-1.330751j, 0.328079-1.446220j, 0.823521-1.032611j, 1.359190-0.515964j, 1.431214-0.027051j, 1.169976+0.682583j, -0.838963-1.234754j, -0.219315-1.311113j, 0.534117-1.327185j, 0.955220-1.073739j, 1.274240-0.389801j, 1.488457+0.204916j, 1.185335+0.685526j, 0.659013+1.266302j, -0.143700-1.444053j, 0.564297-1.191353j, 1.158429-0.933591j, 1.308241-0.404887j, 1.354746+0.377956j, 1.211731+0.878770j, 0.588438+1.205835j, -0.046312+1.500045j, 0.592639-1.239960j, 1.179835-0.722402j, 1.462783-0.278465j, 1.277108+0.383460j, 1.031895+1.057137j, 0.596446+1.301104j, -0.174181+1.363037j, -0.747629+1.319375j, 1.133070-0.681978j, 1.464441-0.027783j, 1.359759+0.459894j, 0.871761+1.052989j, 0.432619+1.457705j, -0.173181+1.348326j, -0.902927+1.122994j, -1.248426+0.769085j, 1.343177+0.075978j, 1.337441+0.690990j, 0.872652+1.044395j, 0.196677+1.423598j, -0.306777+1.444343j, -0.879355+0.998616j, -1.384663+0.571841j, -1.383404+0.026028j, 1.152248+0.825101j, 0.844068+1.226180j, 0.140064+1.329618j, -0.551693+1.402169j, -0.938706+1.049829j, -1.330004+0.371072j, -1.485076-0.151414j, -1.120223-0.707016j, 0.628778+1.349956j, 0.121157+1.421559j, -0.636039+1.223638j, -1.142726+0.981727j, -1.287132+0.355138j, -1.394619-0.387000j, -1.169475-0.816185j, -0.530551-1.218335j, 
1.259357-0.889843j, 1.280195-0.344774j, 1.301993+0.520106j, 1.185144+0.936764j, 0.442284+1.189391j, -0.202144+1.519840j, -0.583797+1.265026j, -1.213148+0.647990j, 1.500469-0.226475j, 1.174983+0.454810j, 0.946046+1.175268j, 0.526750+1.294052j, -0.341315+1.293636j, -0.876763+1.290623j, -1.109192+0.662362j, -1.496804-0.051925j, 1.317001+0.494610j, 0.715955+1.110348j, 0.330871+1.523173j, -0.256793+1.267855j, -1.060354+1.021156j, -1.301356+0.710581j, -1.296530-0.114511j, -1.369800-0.761700j, 0.770571+1.051329j, 0.022218+1.442822j, -0.385220+1.449409j, -0.952568+0.873774j, -1.497385+0.455145j, -1.369272-0.046161j, -1.100176-0.880830j, -0.871410-1.266419j, 0.000010+1.277849j, -0.708261+1.375616j, -0.968538+0.973747j, -1.375912+0.192386j, -1.526303-0.255617j, -1.032614-0.773448j, -0.572849-1.409747j, -0.147272-1.413209j, -0.780289+1.122930j, -1.256724+0.926176j, -1.271061+0.238914j, -1.403607-0.564378j, -1.154036-0.870511j, -0.391835-1.251747j, 0.128462-1.553914j, 0.583113-1.158893j, -1.353923+0.620748j, -1.454679+0.228613j, -1.191965-0.562271j, -1.035892-1.166319j, -0.473924-1.241325j, 0.383766-1.370681j, 0.782814-1.272899j, 1.133504-0.567963j, -1.564754-0.069691j, -1.253567-0.506051j, -0.741883-1.206571j, -0.389795-1.473068j, 0.330379-1.227945j, 1.061854-1.094594j, 1.202133-0.661606j, 1.329867+0.206852j, 
0.184836+1.426728j, -0.436840+1.297951j, -1.034829+0.968706j, -1.340596+0.483583j, -1.366380-0.207429j, -1.209788-0.811152j, -0.734784-1.195470j, -0.088401-1.432312j, -0.548307+1.308885j, -1.072263+0.862075j, -1.412262+0.328719j, -1.359246-0.277975j, -1.089245-0.917013j, -0.643893-1.300278j, 0.007646-1.387398j, 0.657710-1.305879j, -1.128696+0.811128j, -1.387263+0.173200j, -1.387369-0.414477j, -1.008851-0.951928j, -0.482507-1.367303j, 0.090047-1.426871j, 0.754334-1.192807j, 1.208539-0.805752j, -1.376026+0.091131j, -1.323267-0.585049j, -0.969480-1.042902j, -0.358308-1.358572j, 0.255535-1.444372j, 0.800530-1.139861j, 1.276921-0.650266j, 1.427539-0.090865j, -1.219842-0.670886j, -0.870879-1.179630j, -0.285500-1.369565j, 0.402638-1.375071j, 0.920464-1.110638j, 1.278574-0.533196j, 1.448886+0.079746j, 1.231054+0.641799j, -0.719997-1.239623j, -0.176322-1.434240j, 0.482193-1.298524j, 1.054551-1.003679j, 1.330439-0.469399j, 1.386567+0.225725j, 1.210108+0.793408j, 0.688014+1.179657j, -0.002170-1.459609j, 0.565901-1.302691j, 1.103479-0.870032j, 1.413869-0.346769j, 1.338284+0.289691j, 1.093691+0.913224j, 0.628805+1.254250j, -0.054582+1.370514j, 0.721907-1.270592j, 1.138402-0.798772j, 1.421739-0.170948j, 1.364754+0.401033j, 0.975763+0.968488j, 0.483225+1.355764j, -0.124836+1.364776j, -0.791144+1.164074j, 
-1.143462-0.601948j, -1.038003-1.166689j, -0.413275-1.210115j, 0.433819-1.404210j, 0.784249-1.273502j, 1.173838-0.524166j, 1.586104+0.002412j, 1.275387+0.435255j, -0.711427-1.241912j, -0.390305-1.457711j, 0.397134-1.200640j, 1.098981-1.120570j, 1.201201-0.641908j, 1.375554+0.246902j, 1.399186+0.687358j, 0.726835+1.034864j, -0.043836-1.554101j, 0.355152-1.328949j, 1.103411-0.820017j, 1.473622-0.531279j, 1.260719+0.154676j, 1.180198+0.967282j, 0.850634+1.158545j, -0.028176+1.310784j, 0.645234-1.436405j, 0.971809-0.834998j, 1.506289-0.186872j, 1.458778+0.189603j, 0.943165+0.899644j, 0.659038+1.441933j, 0.076014+1.302738j, -0.798205+1.197433j, 1.160132-0.930108j, 1.289233-0.087665j, 1.492642+0.534289j, 1.031784+0.845013j, 0.332182+1.386509j, -0.039826+1.519451j, -0.684555+1.044708j, -1.362279+0.732731j, 1.335594-0.191241j, 1.227430+0.696516j, 1.082759+1.102133j, 0.319025+1.217965j, -0.392598+1.480354j, -0.717690+1.189793j, -1.241292+0.468270j, -1.555679+0.061548j, 1.128599+0.575291j, 0.792243+1.304641j, 0.397791+1.362999j, -0.481823+1.224367j, -1.024037+1.173638j, -1.149697+0.536207j, -1.440819-0.273328j, -1.320588-0.618504j, 0.574520+1.171589j, 0.136168+1.567848j, -0.369329+1.232957j, -1.154548+0.858570j, -1.372462+0.551717j, -1.224492-0.270931j, -1.227475-0.956739j, -0.732861-1.111364j, 
1.244720-0.561415j, 1.597678-0.483638j, 1.081893+0.270490j, 1.093594+1.234192j, 0.833886+1.165073j, -0.304579+1.236758j, -0.750096+1.556100j, -0.849953+0.778060j, 1.608576+0.079267j, 1.452132+0.208284j, 0.682991+1.027424j, 0.572331+1.633856j, 0.017791+1.186687j, -1.077089+1.094120j, -1.187344+1.030685j, -1.143340-0.032621j, 1.559870+0.738861j, 0.920654+0.805243j, 0.045822+1.492206j, -0.093147+1.611519j, -0.775175+0.835578j, -1.577205+0.633984j, -1.281336+0.274243j, -1.068200-0.857989j, 1.099637+1.218795j, 0.119878+1.115155j, -0.663072+1.557934j, -0.699448+1.169819j, -1.316929+0.202244j, -1.685370-0.009212j, -0.978857-0.520693j, -0.645841-1.466867j, 0.377908+1.358884j, -0.731364+1.074998j, -1.217845+1.214455j, -1.054723+0.415489j, -1.485524-0.531558j, -1.355815-0.623903j, -0.363986-1.123512j, -0.033146-1.693922j, -0.396680+1.103499j, -1.398417+0.688330j, -1.440730+0.569418j, -1.062578-0.445460j, -1.244162-1.168729j, -0.671958-1.026406j, 0.396649-1.375374j, 0.595709-1.503072j, -1.031502+0.500980j, -1.702908+0.076195j, -1.268491-0.185698j, -0.717043-1.191706j, -0.673721-1.498352j, 0.178819-1.086409j, 1.104013-1.236165j, 1.033097-0.908003j, -1.318993-0.273107j, -1.577837-0.559076j, -0.719436-0.835035j, -0.120876-1.622669j, 0.030412-1.421432j, 0.975770-0.774141j, 1.530415-0.745601j, 1.144749-0.087341j, 
-0.125035+1.522317j, -0.249241+1.549958j, -0.910500+0.704828j, -1.658793+0.484375j, -1.270034+0.094519j, -1.015995-1.017998j, -1.033558-1.290548j, -0.080585-1.103849j, -0.817954+1.501436j, -0.819645+1.030672j, -1.385148+0.030377j, -1.679317-0.174594j, -0.893745-0.671545j, -0.529122-1.568875j, -0.318285-1.380391j, 0.763553-1.001512j, -1.309434+1.081123j, -1.110188+0.231182j, -1.479008-0.708166j, -1.267950-0.751195j, -0.230470-1.213745j, 0.101148-1.719523j, 0.442399-1.069630j, 1.410207-0.562666j, -1.465109+0.400345j, -1.034587-0.618164j, -1.157715-1.287972j, -0.535951-1.084811j, 0.544640-1.381395j, 0.705259-1.426779j, 1.023380-0.435894j, 1.690155+0.059939j, -1.213370-0.346739j, -0.612841-1.317916j, -0.550420-1.545478j, 0.323422-1.055992j, 1.209747-1.157065j, 1.084469-0.779791j, 1.271567+0.360380j, 1.527452+0.691924j, -0.595486-0.938727j, 0.009122-1.659830j, 0.171241-1.374662j, 1.084062-0.680329j, 1.565759-0.625141j, 1.109789+0.064479j, 1.133346+1.102105j, 0.974343+1.126945j, 0.208239-1.230759j, 0.661363-1.576089j, 0.786173-0.827785j, 1.542254-0.060544j, 1.519709+0.062371j, 0.776579+0.855678j, 0.664167+1.583371j, 0.189547+1.212736j, 0.991712-1.132750j, 1.128275-1.096445j, 1.125101-0.034167j, 1.580171+0.621610j, 1.053692+0.689370j, 0.163694+1.398209j, 0.016264+1.653221j, -0.617673+0.927526j, 
-1.363094-0.764705j, -1.034954-0.962924j, -0.165835-1.323842j, 0.278314-1.587810j, 0.707556-1.034622j, 1.418318-0.519575j, 1.458594-0.192128j, 1.085747+0.644286j, -0.939833-1.316664j, -0.295049-1.239213j, 0.603633-1.369119j, 0.892649-1.219436j, 1.200140-0.384906j, 1.586274+0.165223j, 1.186820+0.532768j, 0.604459+1.264086j, -0.266437-1.513459j, 0.516498-1.137498j, 1.225833-1.025446j, 1.232009-0.537797j, 1.323474+0.407509j, 1.329294+0.813116j, 0.577085+1.068910j, -0.077145+1.544695j, 0.459795-1.304497j, 1.184821-0.686209j, 1.532440-0.402172j, 1.202134+0.271536j, 1.055343+1.100692j, 0.727573+1.219720j, -0.212879+1.267115j, -0.754448+1.398239j, 1.022170-0.721202j, 1.515751-0.014639j, 1.415808+0.308467j, 0.792235+0.992654j, 0.488413+1.511749j, -0.062639+1.256913j, -0.973558+1.074236j, -1.222435+0.871163j, 1.259912+0.063068j, 1.440887+0.688108j, 0.916096+0.903350j, 0.128942+1.410109j, -0.207924+1.506883j, -0.810560+0.918389j, -1.469300+0.568331j, -1.343657+0.125869j, 1.115477+0.839043j, 0.968887+1.202449j, 0.156267+1.206988j, -0.595900+1.434027j, -0.828716+1.095004j, -1.307708+0.277972j, -1.587052-0.116082j, -1.074229-0.629778j, 0.628691+1.407707j, 0.251012+1.375072j, -0.653661+1.125932j, -1.178994+1.062473j, -1.182673+0.379091j, -1.429839-0.470846j, -1.271479-0.755221j, -0.473628-1.186738j, 
1.214558-0.815405j, 1.385216-0.236515j, 1.352022+0.467260j, 1.080011+0.974446j, 0.484797+1.291818j, -0.152158+1.432422j, -0.685871+1.217062j, -1.185621+0.717714j, 1.453838-0.107755j, 1.281709+0.525375j, 0.952831+1.099444j, 0.421323+1.351758j, -0.273254+1.362565j, -0.839155+1.166133j, -1.198471+0.652034j, -1.413868+0.003186j, 1.291466+0.617216j, 0.813871+1.131560j, 0.288153+1.427726j, -0.341073+1.338499j, -0.957210+1.046985j, -1.289116+0.575249j, -1.361960-0.102675j, -1.243491-0.721757j, 0.761126+1.166135j, 0.114120+1.419718j, -0.458000+1.350784j, -0.997684+0.934507j, -1.374490+0.415784j, -1.367224-0.174196j, -1.122347-0.831970j, -0.715723-1.254101j, 0.013678+1.379303j, -0.621723+1.300793j, -1.062519+0.899452j, -1.367419+0.261131j, -1.399300-0.319818j, -1.053315-0.871818j, -0.556736-1.326895j, 0.022110-1.408707j, -0.727095+1.187957j, -1.189435+0.816663j, -1.348541+0.179597j, -1.334018-0.485811j, -1.025602-0.966164j, -0.415201-1.316370j, 0.180179-1.442880j, 0.743285-1.176642j, -1.259239+0.652414j, -1.409188+0.092457j, -1.243128-0.570777j, -0.924796-1.109493j, -0.348236-1.334853j, 0.336621-1.376838j, 0.869921-1.155726j, 1.254194-0.602531j, -1.431695-0.074466j, -1.219802-0.638710j, -0.771928-1.171239j, -0.248535-1.410232j, 0.415415-1.315187j, 1.011485-1.045439j, 1.308842-0.543397j, 1.403528+0.153438j, 
0.046038+1.384498j, -0.593947+1.348939j, -1.027232+0.946951j, -1.369719+0.318661j, -1.423306-0.240446j, -1.079365-0.816370j, -0.620300-1.302599j, -0.060386-1.393419j, -0.706946+1.218640j, -1.176966+0.882608j, -1.344410+0.250613j, -1.382696-0.425907j, -1.081528-0.900299j, -0.472149-1.281087j, 0.102368-1.453284j, 0.674613-1.180055j, -1.259351+0.713038j, -1.409825+0.172211j, -1.273398-0.519966j, -0.991702-1.068846j, -0.419024-1.290964j, 0.284363-1.385638j, 0.807817-1.178675j, 1.215919-0.624258j, -1.461384-0.004203j, -1.249021-0.568006j, -0.823703-1.138309j, -0.326159-1.396713j, 0.357138-1.305721j, 0.964720-1.082648j, 1.263937-0.583329j, 1.392525+0.125109j, -1.256791-0.711643j, -0.729250-1.135713j, -0.138067-1.432858j, 0.426868-1.319388j, 1.024783-0.930173j, 1.379289-0.463839j, 1.355513+0.179289j, 1.177730+0.843197j, -0.690520-1.212662j, 0.006611-1.369581j, 0.592370-1.319476j, 1.040082-0.873220j, 1.408111-0.275949j, 1.394612+0.281891j, 1.055309+0.893920j, 0.620944+1.342727j, 0.054749-1.357814j, 0.743425-1.207698j, 1.155098-0.839104j, 1.356811-0.161285j, 1.387585+0.462951j, 1.030086+0.943825j, 0.446423+1.345605j, -0.110126+1.455673j, 0.787687-1.098120j, 1.286973-0.688547j, 1.385419-0.114623j, 1.277789+0.602162j, 0.980594+1.083943j, 0.362039+1.328341j, -0.297667+1.435352j, -0.803115+1.172502j, 
-1.206615-0.715550j, -0.848516-1.203985j, -0.236390-1.356664j, 0.461932-1.352332j, 0.947077-1.058524j, 1.285163-0.453369j, 1.433721+0.153252j, 1.178318+0.697984j, -0.670010-1.262189j, -0.138150-1.431539j, 0.536321-1.259534j, 1.087571-0.949400j, 1.313904-0.399551j, 1.361822+0.311429j, 1.157226+0.845035j, 0.606164+1.220629j, 0.052713-1.453456j, 0.597973-1.250855j, 1.145555-0.790852j, 1.404188-0.278097j, 1.300909+0.370303j, 1.044878+0.988595j, 0.555781+1.292069j, -0.148311+1.386531j, 0.758795-1.234649j, 1.156919-0.720298j, 1.417030-0.092308j, 1.326039+0.465780j, 0.906063+1.026475j, 0.416357+1.388683j, -0.203099+1.366110j, -0.865079+1.145981j, 1.247314-0.663846j, 1.362358+0.023665j, 1.299049+0.637193j, 0.858363+1.073849j, 0.241434+1.393946j, -0.325225+1.405811j, -0.906184+1.040369j, -1.346792+0.574127j, 1.362251+0.086989j, 1.176072+0.763506j, 0.801802+1.192986j, 0.148522+1.359994j, -0.512324+1.366212j, -0.976482+1.020345j, -1.349253+0.418687j, -1.460950-0.158483j, 1.095157+0.802783j, 0.638020+1.283414j, 0.082851+1.404892j, -0.615085+1.251096j, -1.118592+0.949986j, -1.342061+0.351290j, -1.408211-0.339007j, -1.164558-0.839791j, 0.498632+1.288469j, -0.074723+1.462917j, -0.660469+1.216498j, -1.207206+0.789648j, -1.419748+0.264428j, -1.327986-0.424879j, -1.072395-1.001780j, -0.542683-1.277558j, 
1.249567-0.690006j, 1.397713-0.030498j, 1.305912+0.585740j, 0.894932+1.052962j, 0.308400+1.381659j, -0.294277+1.383041j, -0.876265+1.064375j, -1.300094+0.595858j, 1.388251+0.059130j, 1.212355+0.706405j, 0.824783+1.156899j, 0.190149+1.366461j, -0.450269+1.351293j, -0.952167+1.016921j, -1.333352+0.447994j, -1.427265-0.143430j, 1.143204+0.779781j, 0.687191+1.244985j, 0.105035+1.386902j, -0.561908+1.273560j, -1.071813+0.943189j, -1.340741+0.351156j, -1.405415-0.301812j, -1.144731-0.847988j, 0.557946+1.272226j, -0.033711+1.417287j, -0.642297+1.223411j, -1.165882+0.817403j, -1.390193+0.263426j, -1.342516-0.409755j, -1.068496-0.977596j, -0.541102-1.301250j, -0.189386+1.394913j, -0.750983+1.196558j, -1.195240+0.696825j, -1.429936+0.113229j, -1.314550-0.494840j, -0.950921-1.061216j, -0.440782-1.378136j, 0.214911-1.386344j, -0.890829+1.118622j, -1.248401+0.623144j, -1.407597-0.034700j, -1.292282-0.624730j, -0.855186-1.102499j, -0.288661-1.419794j, 0.310943-1.387554j, 0.918943-1.071901j, -1.330674+0.513582j, -1.386082-0.128802j, -1.218444-0.756553j, -0.790895-1.189896j, -0.150811-1.409041j, 0.462508-1.375682j, 0.979974-1.005552j, 1.355616-0.458722j, -1.397523-0.227408j, -1.124340-0.842856j, -0.685905-1.284096j, -0.073141-1.405083j, 0.599302-1.303167j, 1.072163-0.953472j, 1.350872-0.344099j, 1.401099+0.284980j, 
-0.041022+1.367925j, -0.810140+1.135626j, -1.218510+0.840343j, -1.295281+0.140641j, -1.354051-0.567960j, -1.025964-0.942703j, -0.333707-1.326551j, 0.199029-1.490324j, -0.766547+1.064965j, -1.333359+0.604552j, -1.396055+0.119736j, -1.175553-0.636311j, -0.944982-1.165196j, -0.329754-1.278550j, 0.430787-1.387745j, 0.857287-1.178212j, -1.254469+0.446896j, -1.497323-0.103701j, -1.174976-0.615309j, -0.706359-1.242833j, -0.262844-1.435535j, 0.455204-1.247747j, 1.082467-1.056891j, 1.268146-0.539949j, -1.367966-0.319932j, -1.233192-0.785849j, -0.610350-1.166866j, -0.019333-1.500888j, 0.480212-1.298576j, 1.120196-0.835982j, 1.443926-0.428294j, 1.304576+0.244336j, -1.089086-1.005856j, -0.632380-1.236227j, 0.147879-1.364933j, 0.690959-1.342357j, 1.066262-0.796519j, 1.469064-0.166276j, 1.415932+0.303115j, 0.964246+0.945055j, -0.495899-1.417732j, 0.136867-1.320987j, 0.882743-1.170276j, 1.204335-0.819037j, 1.347792-0.062117j, 1.414253+0.563347j, 0.981339+0.944968j, 0.329655+1.391234j, 0.231588-1.444867j, 0.861961-1.023809j, 1.380792-0.636109j, 1.376028-0.078874j, 1.232713+0.707788j, 0.971426+1.130969j, 0.272264+1.291122j, -0.409439+1.428932j, 0.887544-1.057173j, 1.347673-0.404104j, 1.501996+0.080591j, 1.144414+0.676909j, 0.761174+1.281074j, 0.274038+1.382051j, -0.509716+1.259234j, -1.037629+1.083739j, 
-1.044876-0.782600j, -0.498741-1.364163j, -0.065777-1.436525j, 0.669724-1.117190j, 1.250453-0.874157j, 1.294345-0.303131j, 1.332010+0.513678j, 1.165397+0.939498j, -0.383008-1.237521j, 0.218602-1.498971j, 0.647929-1.172699j, 1.262638-0.607985j, 1.490071-0.201277j, 1.210154+0.486958j, 0.979376+1.165906j, 0.510440+1.312001j, 0.401052-1.314292j, 0.876650-1.223366j, 1.162347-0.568640j, 1.502213+0.094510j, 1.316691+0.529207j, 0.752482+1.134624j, 0.344496+1.505862j, -0.265345+1.298397j, 1.075780-1.008029j, 1.285671-0.610505j, 1.324626+0.216062j, 1.317994+0.792622j, 0.766702+1.083892j, 0.067150+1.461220j, -0.378856+1.428273j, -0.957140+0.898567j, 1.477366-0.403320j, 1.326247+0.160994j, 1.088072+0.948916j, 0.777310+1.273129j, 0.012874+1.312463j, -0.662826+1.381808j, -0.975144+0.969421j, -1.370574+0.240761j, 1.467984+0.310846j, 0.969802+0.875155j, 0.534314+1.429858j, 0.041880+1.400085j, -0.762670+1.163240j, -1.210403+0.924858j, -1.271764+0.238983j, -1.395661-0.511409j, 1.058444+0.936409j, 0.328474+1.338338j, -0.170437+1.529896j, -0.697632+1.120584j, -1.331770+0.661214j, -1.429872+0.229696j, -1.195780-0.553797j, -1.017620-1.131604j, 0.354824+1.274648j, -0.435401+1.405144j, -0.834128+1.213836j, -1.212246+0.511407j, -1.527424-0.035515j, -1.232838-0.514610j, -0.758289-1.188049j, -0.371765-1.430396j, 
